city,place_id,lat,lon,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,wind.speed,wind.deg,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,weather.0.id,weather.0.main,weather.0.description,weather.0.icon,hotels
nimes,83352664,43.8374249,4.3600687,stations,10000,1787821191,7200,2990363,Nîmes,200,4.3601,43.8367,27.22,28.78,27.22,27.22,1012,65,1012,1004,3.09,120,100,1,6599,FR,1787806814,1787855310,804,Clouds,couvert,04d,"[{'name': 'The Originals City, Hôtel Nîmes Costières', 'price': '€ 60', 'score': 'Avec une note de 7,1 7,1 Bien 672 expériences vécues'}, {'name': 'B&B HOTEL Nîmes Centre Arènes', 'price': '€ 65', 'score': 'Avec une note de 8,3 8,3 Très bien 3 526 expériences vécues'}, {'name': 'Comfort Aparthotel Nimes Centre', 'price': '€ 65', 'score': 'Avec une note de 8,0 8,0 Très bien 3 093 expériences vécues'}, {'name': ""Appart'hôtel Odalys City - Nîmes Arènes - Palais des Congrès"", 'price': '€ 71', 'score': 'Avec une note de 8,6 8,6 Superbe 3 728 expériences vécues'}, {'name': 'Plazza Hotel', 'price': '€ 68', 'score': 'Avec une note de 7,4 7,4 Bien 1 057 expériences vécues'}, {'name': 'B&B HOTEL Nîmes Ville Active 3 étoiles', 'price': '€ 69', 'score': 'Avec une note de 7,7 7,7 Bien 1 630 expériences vécues'}, {'name': 'Brit Hotel Confort Nîmes Ouest - A9 sortie 25', 'price': '€ 60', 'score': 'Avec une note de 7,7 7,7 Bien 2 100 expériences vécues'}, {'name': 'Campanile PRIME - Nîmes Centre', 'price': '€ 78', 'score': 'Avec une note de 8,2 8,2 Très bien 2 087 expériences vécues'}, {'name': 'Royal Hôtel', 'price': '€ 102', 'score': 'Avec une note de 8,3 8,3 Très bien 3 190 expériences vécues'}, {'name': 'hotelF1 Nîmes Ouest', 'price': '€ 49', 'score': 'Avec une note de 7,2 7,2 Bien 2 524 expériences vécues'}, {'name': 'Logis Hotel NIMOTEL', 'price': '€ 89', 'score': 'Avec une note de 7,7 7,7 Bien 3 875 expériences vécues'}, {'name': 'ibis budget Nimes Centre Gare', 'price': '€ 64', 'score': 'Avec une note de 8,2 8,2 Très bien 2 939 expériences vécues'}, {'name': 'Hôtel Abalone - Centre Gare', 'price': '€ 69', 'score': 'Avec une note de 7,8 7,8 Bien 841 expériences vécues'}, {'name': 'Hôtel & Spa Vatel', 'price': '€ 109', 'score': 'Avec une note de 8,4 8,4 Très bien 1 021 expériences vécues'}, {'name': 'SQUARE HOTEL', 'price': '€ 78', 'score': 'Avec une note de 8,6 8,6 Superbe 2 501 expériences vécues'}, {'name': ""Appart'City Collection Nîmes Arènes"", 'price': '€ 114', 'score': 'Avec une note de 8,9 8,9 Superbe 3 011 expériences vécues'}, {'name': 'Central Hotel', 'price': '€ 73', 'score': 'Avec une note de 7,8 7,8 Bien 738 expériences vécues'}, {'name': 'Hôtel Concorde - Centre ville de Nimes', 'price': '€ 47', 'score': 'Avec une note de 6,6 6,6 Note 834 expériences vécues'}, {'name': 'Le Grand Hôtel Dieu by SOWELL COLLECTION', 'price': '€ 165', 'score': 'Avec une note de 8,6 8,6 Superbe 102 expériences vécues'}, {'name': 'HÔTEL C SUITES chambres spacieuses', 'price': '€ 107', 'score': 'Avec une note de 7,7 7,7 Bien 2 763 expériences vécues'}, {'name': 'Un Joyau Occitan by Les Demeures de Rachel', 'price': '€ 88', 'score': 'Avec une note de 9,2 9,2 Fabuleux 74 expériences vécues'}, {'name': 'Hôtel Le Pré Galoffre', 'price': '€ 102', 'score': 'Avec une note de 8,5 8,5 Très bien 1 291 expériences vécues'}, {'name': 'Hotel Le Galambre', 'price': '€ 104', 'score': 'Avec une note de 8,4 8,4 Très bien 385 expériences vécues'}, {'name': 'Auberge de Jeunesse HI Nîmes', 'price': '€ 46', 'score': 'Avec une note de 7,4 7,4 Bien 509 expériences vécues'}, {'name': 'Les Madones', 'price': '€ 102', 'score': 'Avec une note de 8,4 8,4 Très bien 266 expériences vécues'}]"
