city,hotels
Mont-Saint-Michel,"[{'hotel_city': 'Beauvoir', 'name': 'La Villa du Manoir', 'price': '€ 521', 'score': 'Avec une note de 9,8 9,8 Exceptionnel 6 expériences vécues', 'latitude': 48.596052, 'longitude': -1.500324}, {'hotel_city': 'Huisnes-sur-Mer', 'name': 'Escale du Mont', 'price': '€ 364', 'score': 'Avec une note de 7,5 7,5 Bien 2 expériences vécues', 'latitude': 48.6214736, 'longitude': -1.4471578}, {'hotel_city': 'Huisnes-sur-Mer', 'name': 'Horizon du Mont 15 personnes', 'price': '€ 1 140', 'score': 'Avec une note de 9,7 9,7 Exceptionnel 10 expériences vécues', 'latitude': 48.6195141, 'longitude': -1.4591118}, {'hotel_city': 'Beauvoir', 'name': 'Ermitage - Mont-Saint-Michel', 'price': '€ 1 954', 'score': 'Avec une note de 8,7 8,7 Superbe 152 expériences vécues', 'latitude': 48.59449, 'longitude': -1.5114290000000001}, {'hotel_city': 'Beauvoir', 'name': 'Le Petit Gîte du Mont', 'price': '€ 440', 'score': 'Avec une note de 8,9 8,9 Superbe 55 expériences vécues', 'latitude': 48.597734, 'longitude': -1.5117729999999998}, {'hotel_city': 'Saint-Georges-de-Gréhaigne', 'name': 'Ibis Budget Pontorson Baie Du Mont Saint Michel', 'price': '€ 235', 'score': 'Avec une note de 8,3 8,3 Très bien 675 expériences vécues', 'latitude': 48.56826, 'longitude': -1.54271}, {'hotel_city': 'Macey', 'name': 'Gîtes des Archanges', 'price': '€ 300', 'score': 'Avec une note de 8,5 8,5 Très bien 30 expériences vécues', 'latitude': 48.567409044609, 'longitude': -1.432646693254}, {'hotel_city': 'Saint-Georges-de-Gréhaigne', 'name': 'ibis Pontorson Baie Du Mont Saint Michel', 'price': '€ 272', 'score': 'Avec une note de 7,9 7,9 Bien 2 886 expériences vécues', 'latitude': 48.571549, 'longitude': -1.5431270000000001}, {'hotel_city': 'Roz-sur-Couesnon', 'name': 'Vacancéole - Le Domaine du Mont - Mont St Michel', 'price': '€ 166', 'score': 'Avec une note de 7,6 7,6 Bien 591 expériences vécues', 'latitude': 48.593525091638064, 'longitude': -1.5963703393936157}, {'hotel_city': 'Saint-Marcan', 'name': ""Chambres d'Hôtes Les Fleurettes en Baie Du Mont Saint Michel"", 'price': '€ 219', 'score': 'Avec une note de 8,8 8,8 Superbe 347 expériences vécues', 'latitude': 48.5943996680422, 'longitude': -1.6234391927719116}, {'hotel_city': 'Pontorson', 'name': 'Hotel De France', 'price': '€ 183', 'score': 'Avec une note de 7,5 7,5 Bien 732 expériences vécues', 'latitude': 48.55250944944047, 'longitude': -1.506199836730957}, {'hotel_city': 'Céaux', 'name': 'au petit quinquin', 'price': '€ 188', 'score': 'Avec une note de 7,9 7,9 Bien 478 expériences vécues', 'latitude': 48.6270189, 'longitude': -1.3881408}, {'hotel_city': 'Roz-sur-Couesnon', 'name': 'TY ROZ', 'price': '€ 271', 'score': 'Avec une note de 9,4 9,4 Fabuleux 84 expériences vécues', 'latitude': 48.578505251816, 'longitude': -1.581281006746}, {'hotel_city': 'Roz-sur-Couesnon', 'name': 'Vacancéole - Les Chambres de la Baie', 'price': '€ 140', 'score': 'Avec une note de 7,1 7,1 Bien 743 expériences vécues', 'latitude': 48.593575, 'longitude': -1.596291}, {'hotel_city': 'Courtils', 'name': 'Camping Saint Michel', 'price': '€ 119', 'score': 'Avec une note de 7,9 7,9 Bien 751 expériences vécues', 'latitude': 48.62837756379354, 'longitude': -1.4161098003387451}, {'hotel_city': 'Tanis', 'name': '2 Gîtes 3 possibilités à 10 mn du Mont Saint Michel', 'price': '€ 409', 'score': 'Avec une note de 7,9 7,9 Bien 39 expériences vécues', 'latitude': 48.577458878529, 'longitude': -1.449669474097}, {'hotel_city': 'Courtils', 'name': 'Colibri Studio', 'price': '€ 157', 'score': 'Avec une note de 8,4 8,4 Très bien 96 expériences vécues', 'latitude': 48.6266613, 'longitude': -1.4098754}, {'hotel_city': 'Moidrey', 'name': ""Village de Gîtes de l'Anse de Moidrey"", 'price': '€ 221', 'score': 'Avec une note de 7,8 7,8 Bien 505 expériences vécues', 'latitude': 48.57998825346737, 'longitude': -1.5165307712334197}, {'hotel_city': 'Céaux', 'name': 'Camping La Baie du Mont Saint Michel', 'price': '€ 171', 'score': 'Avec une note de 9,2 9,2 Fabuleux 383 expériences vécues', 'latitude': 48.626681, 'longitude': -1.388192}, {'hotel_city': 'Courtils', 'name': ""Ferme De La Ruette-Chambres d'hôtes"", 'price': '€ 243', 'score': 'Avec une note de 8,4 8,4 Très bien 32 expériences vécues', 'latitude': 48.630855560302734, 'longitude': -1.4331740140914917}, {'hotel_city': 'Dragey-Ronthon', 'name': 'Le clos saint Jean', 'price': '€ 219', 'score': 'Avec une note de 9,5 9,5 Exceptionnel 121 expériences vécues', 'latitude': 48.7077369, 'longitude': -1.4971728}, {'hotel_city': 'Céaux', 'name': 'Le Repère du Gerfaut - Sur la route du Mont-St-Michel', 'price': '€ 227', 'score': 'Avec une note de 9,0 9,0 Fabuleux 49 expériences vécues', 'latitude': 48.6271189756087, 'longitude': -1.38910897857359}, {'hotel_city': 'Roz-sur-Couesnon', 'name': 'The Originals Boutique, Hôtel Les Quatre Salines, Le Mont Saint-Michel Sud', 'price': '€ 173', 'score': 'Avec une note de 7,8 7,8 Bien 733 expériences vécues', 'latitude': 48.59640421809817, 'longitude': -1.5892034769058228}, {'hotel_city': 'Courtils', 'name': 'La Parenthèse de la Baie', 'price': '€ 253', 'score': 'Avec une note de 7,3 7,3 Bien 336 expériences vécues', 'latitude': 48.629403160896, 'longitude': -1.428643716568}, {'hotel_city': 'Pontorson', 'name': 'Hôtel Victor Hugo', 'price': '€ 451', 'score': 'Avec une note de 8,7 8,7 Superbe 534 expériences vécues', 'latitude': 48.5529491228595, 'longitude': -1.50805896686484}]"
Saint-Malo,"[{'hotel_city': 'Saint-Malo', 'name': 'Kyriad Prestige Saint-Malo', 'price': '€ 410', 'score': 'Avec une note de 8,9 8,9 Superbe 6 982 expériences vécues', 'latitude': 48.63609920237719, 'longitude': -1.9892066717147827}, {'hotel_city': 'Sillon, Saint-Malo', 'name': 'ibis Saint Malo Plage', 'price': '€ 494', 'score': 'Avec une note de 8,6 8,6 Superbe 2 471 expériences vécues', 'latitude': 48.653156713658724, 'longitude': -2.012201249599457}, {'hotel_city': 'Intra muros, Saint-Malo', 'name': 'Hôtel Cartier', 'price': '€ 349', 'score': 'Avec une note de 8,5 8,5 Très bien 2 318 expériences vécues', 'latitude': 48.65001324862027, 'longitude': -2.024831771850586}, {'hotel_city': 'Saint-Servan, Saint-Malo', 'name': 'Résidence Pierre & Vacances Ty Mat', 'price': '€ 229', 'score': 'Avec une note de 8,1 8,1 Très bien 3 310 expériences vécues', 'latitude': 48.63837327973549, 'longitude': -2.0135128498077393}, {'hotel_city': 'Saint-Malo', 'name': 'Le Confortable proche Intra-muros, Gare et Plage', 'price': '€ 237', 'score': 'Avec une note de 6,6 6,6 Note 9 expériences vécues', 'latitude': 48.6469358, 'longitude': -2.0088237}, {'hotel_city': 'Sillon, Saint-Malo', 'name': 'Hotel Kyriad Saint Malo Centre Plage', 'price': '€ 320', 'score': 'Avec une note de 8,4 8,4 Très bien 1 890 expériences vécues', 'latitude': 48.65538572625009, 'longitude': -2.00562447309494}, {'hotel_city': 'Saint-Malo', 'name': 'hotelF1 Saint Malo', 'price': '€ 116', 'score': 'Avec une note de 6,9 6,9 Note 1 937 expériences vécues', 'latitude': 48.621323, 'longitude': -1.987021}, {'hotel_city': 'Sillon, Saint-Malo', 'name': 'Oceania Saint Malo', 'price': '€ 644', 'score': 'Avec une note de 8,6 8,6 Superbe 1 333 expériences vécues', 'latitude': 48.65175688590083, 'longitude': -2.0184320211410522}, {'hotel_city': 'Saint-Malo', 'name': 'Le Sunset Malouin', 'price': '€ 232', 'score': 'Avec une note de 9,1 9,1 Fabuleux 24 expériences vécues', 'latitude': 48.650125, 'longitude': -2.0026999}, {'hotel_city': 'Intra muros, Saint-Malo', 'name': 'Golden Tulip Saint Malo– Le Grand Bé', 'price': '€ 429', 'score': 'Avec une note de 8,6 8,6 Superbe 1 910 expériences vécues', 'latitude': 48.6495690720354, 'longitude': -2.02686496197134}, {'hotel_city': 'Saint-Malo', 'name': 'Ibis Budget Saint Malo Centre', 'price': '€ 202', 'score': 'Avec une note de 7,9 7,9 Bien 1 358 expériences vécues', 'latitude': 48.638272645080725, 'longitude': -2.0094162226268963}, {'hotel_city': 'Paramé, Saint-Malo', 'name': 'Résidence Le Rochebonne', 'price': '€ 269', 'score': 'Avec une note de 8,8 8,8 Superbe 146 expériences vécues', 'latitude': 48.661987, 'longitude': -1.9894332}, {'hotel_city': 'Paramé, Saint-Malo', 'name': 'Domaine de la Barbinais', 'price': '€ 222', 'score': 'Avec une note de 8,5 8,5 Très bien 1 476 expériences vécues', 'latitude': 48.644812516266285, 'longitude': -1.9593614355819682}, {'hotel_city': 'Paramé, Saint-Malo', 'name': 'La Rotonde', 'price': '€ 265', 'score': 'Avec une note de 7,3 7,3 Bien 2 577 expériences vécues', 'latitude': 48.66251329819426, 'longitude': -1.9889357686042786}, {'hotel_city': 'Saint-Malo', 'name': 'Résidence Goélia Le Domaine des Mauriers', 'price': '€ 316', 'score': 'Avec une note de 7,0 7,0 Bien 114 expériences vécues', 'latitude': 48.628024369044084, 'longitude': -1.9779841491297248}, {'hotel_city': 'Saint-Malo', 'name': 'Residence Reine Marine', 'price': '€ 470', 'score': 'Avec une note de 8,6 8,6 Superbe 921 expériences vécues', 'latitude': 48.66913503078455, 'longitude': -1.9835418462753296}, {'hotel_city': 'Sillon, Saint-Malo', 'name': 'Escale Oceania Saint Malo', 'price': '€ 369', 'score': 'Avec une note de 8,3 8,3 Très bien 2 098 expériences vécues', 'latitude': 48.65428009162275, 'longitude': -2.0088377594947815}, {'hotel_city': 'Saint-Malo', 'name': 'ibis Styles Saint Malo Port', 'price': '€ 375', 'score': 'Avec une note de 8,3 8,3 Très bien 2 325 expériences vécues', 'latitude': 48.63962613573007, 'longitude': -2.012365314358476}, {'hotel_city': 'Saint-Malo', 'name': 'B&B HOTEL Saint-Malo Centre', 'price': '€ 159', 'score': 'Avec une note de 7,0 7,0 Bien 3 250 expériences vécues', 'latitude': 48.63682324479618, 'longitude': -1.9904014676590123}, {'hotel_city': 'Intra muros, Saint-Malo', 'name': 'La Maison des Armateurs', 'price': '€ 454', 'score': 'Avec une note de 8,8 8,8 Superbe 1 981 expériences vécues', 'latitude': 48.649205201142465, 'longitude': -2.024633288383484}, {'hotel_city': 'Saint-Malo', 'name': 'Sézam Appart’Hôtel Saint-Malo', 'price': '€ 245', 'score': 'Avec une note de 8,7 8,7 Superbe 2 248 expériences vécues', 'latitude': 48.647800444195155, 'longitude': -2.008698286508182}, {'hotel_city': 'Saint-Malo', 'name': 'Camping Domaine de la Ville Huchet', 'price': '€ 272', 'score': 'Avec une note de 8,3 8,3 Très bien 136 expériences vécues', 'latitude': 48.614993362753, 'longitude': -1.986980985348}, {'hotel_city': 'Saint-Malo', 'name': 'Hôtel Le Britannic', 'price': '€ 214', 'score': 'Avec une note de 7,5 7,5 Bien 684 expériences vécues', 'latitude': 48.64721482601644, 'longitude': -2.008757622090149}, {'hotel_city': 'Saint-Servan, Saint-Malo', 'name': 'Ker MHAG', 'price': '€ 422', 'score': 'Avec une note de 9,8 9,8 Exceptionnel 8 expériences vécues', 'latitude': 48.637005228969, 'longitude': -2.01711637894345}, {'hotel_city': 'Sillon, Saint-Malo', 'name': 'Sydney', 'price': '€ 308', 'score': 'Avec une note de 9,2 9,2 Fabuleux 13 expériences vécues', 'latitude': 48.6576205, 'longitude': -1.9955014}]"
Bayeux,"[{'hotel_city': 'Bayeux', 'name': 'Ibis Budget Bayeux', 'price': '€ 179', 'score': 'Avec une note de 8,1 8,1 Très bien 2 028 expériences vécues', 'latitude': 49.25375889425724, 'longitude': -0.6468093395233154}, {'hotel_city': 'Bayeux', 'name': 'B&B HOTEL Bayeux', 'price': '€ 244', 'score': 'Avec une note de 8,2 8,2 Très bien 712 expériences vécues', 'latitude': 49.269428715614055, 'longitude': -0.7066869735717773}, {'hotel_city': 'Bayeux', 'name': 'B&B Nathalie', 'price': '€ 271', 'score': 'Avec une note de 9,6 9,6 Exceptionnel 447 expériences vécues', 'latitude': 49.276465, 'longitude': -0.706367}, {'hotel_city': 'Bayeux', 'name': 'Le Declic', 'price': '€ 226', 'score': 'Avec une note de 8,2 8,2 Très bien 999 expériences vécues', 'latitude': 49.27933593079586, 'longitude': -0.7070561004303499}, {'hotel_city': 'Bayeux', 'name': 'Hôtel De Brunville & Spa', 'price': '€ 390', 'score': 'Avec une note de 7,9 7,9 Bien 1 627 expériences vécues', 'latitude': 49.27815768633019, 'longitude': -0.7035139203071594}, {'hotel_city': 'Bayeux', 'name': 'Novotel Bayeux', 'price': '€ 379', 'score': 'Avec une note de 8,1 8,1 Très bien 772 expériences vécues', 'latitude': 49.281769222390345, 'longitude': -0.7184886932373047}, {'hotel_city': 'Bayeux', 'name': 'Campanile Bayeux', 'price': '€ 287', 'score': 'Avec une note de 7,7 7,7 Bien 1 280 expériences vécues', 'latitude': 49.2699992608787, 'longitude': -0.7069498300552368}, {'hotel_city': 'Bayeux', 'name': 'Apt duplex ou plain pied tout confort plein centre ville Bayeux proche commerces, restaurants, avec terrasse privative ou jardin commun aménagé clos, parking gratuit à proximité, proche plages du débarquement', 'price': '€ 252', 'score': 'Avec une note de 8,3 8,3 Très bien 494 expériences vécues', 'latitude': 49.279055345717914, 'longitude': -0.7085620611360355}, {'hotel_city': 'Bayeux', 'name': 'Studio Exupere', 'price': '€ 300', 'score': 'Avec une note de 9,5 9,5 Exceptionnel 64 expériences vécues', 'latitude': 49.2779637, 'longitude': -0.701677}, {'hotel_city': 'Bayeux', 'name': 'Churchill Hotel Bayeux Centre', 'price': '€ 686', 'score': 'Avec une note de 8,7 8,7 Superbe 639 expériences vécues', 'latitude': 49.27660730434995, 'longitude': -0.7005715370178223}, {'hotel_city': 'Bayeux', 'name': 'Les palmiers', 'price': '€ 162', 'score': 'Avec une note de 9,2 9,2 Fabuleux 97 expériences vécues', 'latitude': 49.2776736, 'longitude': -0.6964679}, {'hotel_city': 'Bayeux', 'name': 'Clos de Bellefontaine BB', 'price': '€ 523', 'score': 'Avec une note de 9,5 9,5 Exceptionnel 154 expériences vécues', 'latitude': 49.27267163506437, 'longitude': -0.694861114025116}, {'hotel_city': 'Bayeux', 'name': 'La Cour Royale', 'price': '€ 304', 'score': 'Avec une note de 8,5 8,5 Très bien 665 expériences vécues', 'latitude': 49.277664, 'longitude': -0.708553}, {'hotel_city': 'Bayeux', 'name': 'DOMITYS - Les Falaises Blanches', 'price': '€ 236', 'score': 'Avec une note de 8,7 8,7 Superbe 231 expériences vécues', 'latitude': 49.2791367116969, 'longitude': -0.7204249351343606}, {'hotel_city': 'Bayeux', 'name': 'Appartement centre-ville Bayeux, tout à pied !', 'price': '€ 424', 'score': 'Avec une note de 9,6 9,6 Exceptionnel 84 expériences vécues', 'latitude': 49.2764341, 'longitude': -0.6999725}, {'hotel_city': 'Bayeux', 'name': 'La cour des teinturiers', 'price': '€ 372', 'score': 'Avec une note de 9,4 9,4 Fabuleux 125 expériences vécues', 'latitude': 49.2768198, 'longitude': -0.7001432999999999}, {'hotel_city': 'Bayeux', 'name': 'The 5th - Appartement Cosy Coeur historique - Cathédrale', 'price': '€ 247', 'score': 'Avec une note de 8,6 8,6 Superbe 100 expériences vécues', 'latitude': 49.274516, 'longitude': -0.7022678}, {'hotel_city': 'Bayeux', 'name': ""L'École Buissonnière - Apartment complex - Collection La 21ème Planche"", 'price': '€ 362', 'score': 'Avec une note de 9,4 9,4 Fabuleux 45 expériences vécues', 'latitude': 49.280809709309, 'longitude': -0.690811930142943}, {'hotel_city': 'Bayeux', 'name': 'Le nid Saint Jean appartement au coeur de la ville', 'price': '€ 306', 'score': 'Avec une note de 8,7 8,7 Superbe 60 expériences vécues', 'latitude': 49.2762038, 'longitude': -0.6992624}, {'hotel_city': 'Bayeux', 'name': 'Hôtel Le Bayeux', 'price': '€ 290', 'score': 'Avec une note de 7,2 7,2 Bien 437 expériences vécues', 'latitude': 49.27415914147234, 'longitude': -0.7045063376426697}, {'hotel_city': 'Bayeux', 'name': 'Le Cocon Bayeusain x Parking by Melrose', 'price': '€ 320', 'score': 'Avec une note de 8,0 8,0 Très bien 18 expériences vécues', 'latitude': 49.2754274, 'longitude': -0.6977983}, {'hotel_city': 'Bayeux', 'name': ""D-DAY's"", 'price': '€ 280', 'score': 'Avec une note de 9,1 9,1 Fabuleux 32 expériences vécues', 'latitude': 49.279849908183, 'longitude': -0.7102807405279999}, {'hotel_city': 'Bayeux', 'name': 'Le Marcel', 'price': '€ 167', 'score': 'Avec une note de 9,8 9,8 Exceptionnel 6 expériences vécues', 'latitude': 49.2882637060847, 'longitude': -0.70211983114395}, {'hotel_city': 'Bayeux', 'name': 'Aggarthi Bed and Breakfast', 'price': '€ 702', 'score': 'Avec une note de 9,3 9,3 Fabuleux 319 expériences vécues', 'latitude': 49.274057642461024, 'longitude': -0.6985142827033997}, {'hotel_city': 'Bayeux', 'name': 'Parvis de la cathédrale de Bayeux vue directe', 'price': '€ 227', 'score': 'Avec une note de 9,3 9,3 Fabuleux 4 expériences vécues', 'latitude': 49.275898735835, 'longitude': -0.704391889024}]"
Le-Havre,"[{'hotel_city': 'Le Havre', 'name': 'All Suites Appart Hôtel - Le Havre Centre - Les docks', 'price': '€ 156', 'score': 'Avec une note de 8,4 8,4 Très bien 4 262 expériences vécues', 'latitude': 49.488691, 'longitude': 0.12592899999999999}, {'hotel_city': 'Le Havre', 'name': 'Novotel Le Havre Centre Gare', 'price': '€ 221', 'score': 'Avec une note de 8,1 8,1 Très bien 988 expériences vécues', 'latitude': 49.49160831471097, 'longitude': 0.12526988983154297}, {'hotel_city': 'Le Havre', 'name': ""Appart'hôtel Odalys City - Le Havre Centre Les Docks"", 'price': '€ 147', 'score': 'Avec une note de 8,4 8,4 Très bien 2 350 expériences vécues', 'latitude': 49.4925039, 'longitude': 0.129779}, {'hotel_city': 'Le Havre', 'name': 'Ibis Budget Le Havre Les Docks', 'price': '€ 99', 'score': 'Avec une note de 7,8 7,8 Bien 2 336 expériences vécues', 'latitude': 49.49424468286882, 'longitude': 0.14285242609787474}, {'hotel_city': 'Perret, Le Havre', 'name': 'Hilton Garden Inn Le Havre Centre', 'price': '€ 286', 'score': 'Avec une note de 8,4 8,4 Très bien 2 103 expériences vécues', 'latitude': 49.49008699, 'longitude': 0.097746957}, {'hotel_city': 'Perret, Le Havre', 'name': 'The Originals Boutique, Hôtel Le Marignan,Le Havre Centre Gare', 'price': '€ 114', 'score': 'Avec une note de 7,9 7,9 Bien 2 766 expériences vécues', 'latitude': 49.4922790779481, 'longitude': 0.12310802936554}, {'hotel_city': 'Perret, Le Havre', 'name': 'Dalikyda - Vue du ciel - Plage - Calme & Balcon', 'price': '€ 293', 'score': None, 'latitude': 49.4902364, 'longitude': 0.0990713}, {'hotel_city': 'Perret, Le Havre', 'name': 'Hotel Spa Le Pasino', 'price': '€ 291', 'score': 'Avec une note de 8,4 8,4 Très bien 885 expériences vécues', 'latitude': 49.49117449151481, 'longitude': 0.11193662881851196}, {'hotel_city': 'Le Havre', 'name': 'Aparthotel Adagio Access Le Havre Les Docks', 'price': '€ 140', 'score': 'Avec une note de 8,5 8,5 Très bien 917 expériences vécues', 'latitude': 49.48741929210898, 'longitude': 0.1315112120937556}, {'hotel_city': 'Le Havre', 'name': 'UNISOTEL Le Havre', 'price': '€ 66', 'score': 'Avec une note de 6,0 6,0 Note 1 296 expériences vécues', 'latitude': 49.51986370502591, 'longitude': 0.11632613638460043}, {'hotel_city': 'Le Havre', 'name': 'Premiere Classe Le Havre Centre-LES DOCKS', 'price': '€ 97', 'score': 'Avec une note de 7,7 7,7 Bien 2 698 expériences vécues', 'latitude': 49.49641693487313, 'longitude': 0.15151233802873776}, {'hotel_city': 'Le Havre', 'name': 'Le charme de l ancien entre mer et ville', 'price': '€ 155', 'score': 'Avec une note de 9,0 9,0 Fabuleux 55 expériences vécues', 'latitude': 49.4962963, 'longitude': 0.0992278}, {'hotel_city': 'Le Havre', 'name': 'Studio agréable', 'price': '€ 105', 'score': 'Avec une note de 9,1 9,1 Fabuleux 46 expériences vécues', 'latitude': 49.5201941, 'longitude': 0.0837986}, {'hotel_city': 'Le Havre', 'name': 'L’échappée Mer', 'price': '€ 142', 'score': 'Avec une note de 7,8 7,8 Bien 99 expériences vécues', 'latitude': 49.4985429, 'longitude': 0.0921762}, {'hotel_city': 'Le Havre', 'name': 'Le Cosy - Vue Mer Terrasse et Parking', 'price': '€ 277', 'score': 'Avec une note de 9,1 9,1 Fabuleux 23 expériences vécues', 'latitude': 49.4983027, 'longitude': 0.0919979}, {'hotel_city': 'Perret, Le Havre', 'name': 'ibis Le Havre Centre', 'price': '€ 201', 'score': 'Avec une note de 8,1 8,1 Très bien 2 023 expériences vécues', 'latitude': 49.4916414175279, 'longitude': 0.11876016855239868}, {'hotel_city': 'Le Havre', 'name': 'Quai Notre Dame', 'price': '€ 307', 'score': 'Avec une note de 8,5 8,5 Très bien 23 expériences vécues', 'latitude': 49.4875707, 'longitude': 0.1108754}, {'hotel_city': 'Perret, Le Havre', 'name': 'Le Saint Joseph - Vue Centre-ville Parking', 'price': '€ 280', 'score': 'Avec une note de 10 10 Exceptionnel 1 expérience vécue', 'latitude': 49.4916531, 'longitude': 0.1051335}, {'hotel_city': 'Perret, Le Havre', 'name': 'Hôtel Richelieu, Le Havre Centre-Ville, Perret', 'price': '€ 162', 'score': 'Avec une note de 7,9 7,9 Bien 926 expériences vécues', 'latitude': 49.48881104581307, 'longitude': 0.10760217905044556}, {'hotel_city': 'Le Havre', 'name': 'The People Le Havre', 'price': '€ 142', 'score': 'Avec une note de 8,2 8,2 Très bien 2 156 expériences vécues', 'latitude': 49.4934219676408, 'longitude': 0.13021990656852722}, {'hotel_city': 'Le Havre', 'name': 'Le Nid Havrais', 'price': '€ 147', 'score': 'Avec une note de 8,5 8,5 Très bien 49 expériences vécues', 'latitude': 49.4998651, 'longitude': 0.1274384}, {'hotel_city': 'Le Havre', 'name': 'MAIRIE, Apart 50 m2 , Lumineux , Rénové , 4 Pers.', 'price': '€ 140', 'score': 'Avec une note de 8,0 8,0 Très bien 74 expériences vécues', 'latitude': 49.494379, 'longitude': 0.11040689999999999}, {'hotel_city': 'Perret, Le Havre', 'name': ""The Originals Boutique, Hôtel d'Angleterre, Le Havre, centre, plage"", 'price': '€ 117', 'score': 'Avec une note de 7,3 7,3 Bien 1 813 expériences vécues', 'latitude': 49.4940491518633, 'longitude': 0.0993664562702179}, {'hotel_city': 'Le Havre', 'name': 'F2 hypercentre - Proche gare- WIFI gratuite', 'price': '€ 138', 'score': 'Avec une note de 8,7 8,7 Superbe 18 expériences vécues', 'latitude': 49.4943145, 'longitude': 0.124113}, {'hotel_city': 'Perret, Le Havre', 'name': ""L'Escale Appartements et Suites en bord de Mer"", 'price': '€ 131', 'score': 'Avec une note de 8,4 8,4 Très bien 1 079 expériences vécues', 'latitude': 49.490069, 'longitude': 0.105589}]"
