city,place_id,lat,lon,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,wind.speed,wind.deg,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,wind.gust,rain.1h,data.0.id,data.0.main,data.0.description,data.0.icon,hotels
Aigues-Mortes,83169163,43.5661521,4.19154,stations,10000,1787845700,7200,3038493,Aigues-Mortes,200,4.1915,43.5662,27.98,32.52,27.21,27.98,1011,83,1011,1010,10.29,120,88,1.0,6518.0,FR,1787806879,1787855327,,,804,Clouds,overcast clouds,04d,"[{'name': 'Artemia Aigues-Mortes - Hôtel avec piscine - Bornes électriques - Parking privé - Local vélo-moto', 'price': '€ 94', 'score': 'Avec une note de 8,9 8,9 Superbe 1 380 expériences vécues'}, {'name': ""Hotel L'Escale"", 'price': '€ 109', 'score': 'Avec une note de 8,4 8,4 Très bien 484 expériences vécues'}, {'name': 'La Villa Mazarin', 'price': '€ 203', 'score': 'Avec une note de 9,2 9,2 Fabuleux 1 276 expériences vécues'}, {'name': 'Hotel Saint Louis - Au Coeur des Remparts', 'price': '€ 118', 'score': 'Avec une note de 8,6 8,6 Superbe 1 320 expériences vécues'}, {'name': 'Hôtel La Maison des Croisades - Au pied des Remparts', 'price': '€ 105', 'score': 'Avec une note de 9,0 9,0 Fabuleux 1 019 expériences vécues'}, {'name': 'Le Mas Des Sables', 'price': '€ 99', 'score': 'Avec une note de 8,0 8,0 Très bien 607 expériences vécues'}, {'name': 'Hotel Des 4 Vents ""Esprit Camargue"" Parking Privé Gratuit', 'price': '€ 103', 'score': 'Avec une note de 8,4 8,4 Très bien 591 expériences vécues'}, {'name': 'Maison vacances', 'price': '€ 173', 'score': 'Avec une note de 9,1 9,1 Fabuleux 49 expériences vécues'}, {'name': 'Hôtel-Restaurant ""Chez Carrière""', 'price': '€ 105', 'score': 'Avec une note de 8,9 8,9 Superbe 398 expériences vécues'}, {'name': 'La Maison de Lyna - Suites de charme intra-muros avec parking & autonomie', 'price': '€ 168', 'score': 'Avec une note de 9,0 9,0 Fabuleux 321 expériences vécues'}, {'name': 'Factory duplex Aigues-Mortes moderne & chaleureux', 'price': '€ 109', 'score': 'Avec une note de 9,7 9,7 Exceptionnel 17 expériences vécues'}, {'name': '27 côté remparts', 'price': '€ 110', 'score': 'Avec une note de 9,4 9,4 Fabuleux 181 expériences vécues'}, {'name': 'LE PALMIER Aigues-Mortes PARKING Petite Camargue', 'price': '€ 127', 'score': 'Avec une note de 9,8 9,8 Exceptionnel 13 expériences vécues'}, {'name': 'Maison Teiss', 'price': '€ 89', 'score': 'Avec une note de 9,2 9,2 Fabuleux 9 expériences vécues'}, {'name': 'Hotel Les Templiers', 'price': '€ 155', 'score': 'Avec une note de 8,7 8,7 Superbe 143 expériences vécues'}, {'name': 'Boutique Hôtel des Remparts & Spa', 'price': '€ 447', 'score': 'Avec une note de 9,4 9,4 Fabuleux 219 expériences vécues'}, {'name': ""VILLA ADOYA Chambre d'hôtes Aigues-Mortes intra muros au calme climatisation réversible PISCINE WIFI ascenseur PARKING gratuit"", 'price': '€ 177', 'score': 'Avec une note de 9,4 9,4 Fabuleux 94 expériences vécues'}, {'name': 'La fricassée', 'price': '€ 84', 'score': 'Avec une note de 8,8 8,8 Superbe 161 expériences vécues'}, {'name': 'Chambre BELEM - Piscine chauffée - MAS SAINT LOUIS', 'price': '€ 109', 'score': 'Avec une note de 8,8 8,8 Superbe 23 expériences vécues'}, {'name': 'La Maison du Môle', 'price': '€ 175', 'score': 'Avec une note de 9,7 9,7 Exceptionnel 231 expériences vécues'}, {'name': 'LA PENICHE - Bed And Bicycle - Aigues Mortes', 'price': '€ 209', 'score': 'Avec une note de 8,9 8,9 Superbe 101 expériences vécues'}, {'name': 'Ô 36 Rempart Sud BB', 'price': '€ 122', 'score': 'Avec une note de 9,0 9,0 Fabuleux 246 expériences vécues'}, {'name': 'Sxcape ROOM', 'price': '€ 266', 'score': 'Avec une note de 9,6 9,6 Exceptionnel 6 expériences vécues'}, {'name': 'appartement Aigues-Mortes', 'price': '€ 106', 'score': 'Avec une note de 7,4 7,4 Bien 19 expériences vécues'}, {'name': ""Chambres d'hotes Deluxe Jacuzzi Mas de l'Etoile"", 'price': '€ 316', 'score': 'Avec une note de 8,6 8,6 Superbe 82 expériences vécues'}]"
Aix-en-Provence,83161830,43.5298424,5.4474738,stations,10000,1787845703,7200,3038354,Aix-en-Provence,200,5.4475,43.5298,30.81,34.45,30.14,32.07,1012,60,1012,980,3.58,76,100,2.0,2006832.0,FR,1787806580,1787855022,6.71,,804,Clouds,overcast clouds,04d,"[{'name': 'Aparthotel Adagio Access Aix-en-Provence Université', 'price': '€ 91', 'score': 'Avec une note de 8,3 8,3 Très bien 4 095 expériences vécues'}, {'name': ""B&B HOTEL Aix-en-Provence Pont de l'Arc"", 'price': '€ 70', 'score': 'Avec une note de 7,4 7,4 Bien 2 352 expériences vécues'}, {'name': 'ibis Aix en Provence', 'price': '€ 104', 'score': 'Avec une note de 7,9 7,9 Bien 1 890 expériences vécues'}, {'name': ""Appart'hôtel Odalys City - Aix en Provence Centre Palais des Congrès"", 'price': '€ 127', 'score': 'Avec une note de 8,0 8,0 Très bien 2 226 expériences vécues'}, {'name': 'thecamp hôtel - Aix en Provence', 'price': '€ 111', 'score': 'Avec une note de 8,3 8,3 Très bien 3 502 expériences vécues'}, {'name': 'ibis budget Aix en Provence', 'price': '€ 81', 'score': 'Avec une note de 7,9 7,9 Bien 1 631 expériences vécues'}, {'name': 'Radisson Hotel Aix En Provence', 'price': '€ 251', 'score': 'Avec une note de 8,0 8,0 Très bien 1 770 expériences vécues'}, {'name': 'Hôtel des Augustins', 'price': '€ 169', 'score': 'Avec une note de 8,4 8,4 Très bien 2 148 expériences vécues'}, {'name': 'Setclub Hôtel & Spa Aix-en-Provence', 'price': '€ 187', 'score': 'Avec une note de 8,1 8,1 Très bien 1 401 expériences vécues'}, {'name': ""Campanile Prime - Aix-en-Provence Sud - Pont de l'Arc"", 'price': '€ 103', 'score': 'Avec une note de 8,1 8,1 Très bien 1 119 expériences vécues'}, {'name': 'Grand Hôtel Roi René Aix - MGallery Collection', 'price': '€ 260', 'score': 'Avec une note de 8,4 8,4 Très bien 1 280 expériences vécues'}, {'name': 'Renaissance Aix-en-Provence Hotel', 'price': '€ 284', 'score': 'Avec une note de 8,5 8,5 Très bien 1 269 expériences vécues'}, {'name': 'Villa Zola', 'price': '€ 100', 'score': 'Avec une note de 8,8 8,8 Superbe 247 expériences vécues'}, {'name': 'Le petit nid Aixois', 'price': '€ 212', 'score': 'Avec une note de 8,7 8,7 Superbe 9 expériences vécues'}, {'name': 'Ibis Styles Aix-en-Provence Universite', 'price': '€ 128', 'score': 'Avec une note de 8,5 8,5 Très bien 11 expériences vécues'}, {'name': 'Best Western Hotel le Galice Aix-en-Provence', 'price': '€ 1 217', 'score': 'Avec une note de 8,1 8,1 Très bien 2 531 expériences vécues'}, {'name': ""Novotel Aix-en-Provence Pont de L'Arc"", 'price': '€ 175', 'score': 'Avec une note de 8,0 8,0 Très bien 640 expériences vécues'}, {'name': 'Hôtel Rotonde Aix-en-Provence centre', 'price': '€ 172', 'score': 'Avec une note de 8,4 8,4 Très bien 208 expériences vécues'}, {'name': 'Le Concorde', 'price': '€ 124', 'score': 'Avec une note de 8,0 8,0 Très bien 2 439 expériences vécues'}, {'name': ""L'étape Aixoise - appartement climatisé terrasse centre ville Rotonde cours Mirabeau allées provençales"", 'price': '€ 186', 'score': 'Avec une note de 8,9 8,9 Superbe 21 expériences vécues'}, {'name': 'Èrsextius, LMR1, Aix-en-Provence', 'price': '€ 140', 'score': 'Avec une note de 8,9 8,9 Superbe 10 expériences vécues'}, {'name': ""Appart'hôtel Odalys City - Aix en Provence Ouest"", 'price': '€ 91', 'score': 'Avec une note de 8,2 8,2 Très bien 2 663 expériences vécues'}, {'name': 'Hôtel Saint Christophe Aix en Provence Centre Ville by Germain Collection', 'price': '€ 159', 'score': 'Avec une note de 8,9 8,9 Superbe 736 expériences vécues'}, {'name': 'Garden & City Aix En Provence - Puyricard', 'price': '€ 83', 'score': 'Avec une note de 6,6 6,6 Note 697 expériences vécues'}, {'name': 'City Résidence Aix-en-Provence', 'price': '€ 83', 'score': 'Avec une note de 7,3 7,3 Bien 2 224 expériences vécues'}]"
Amiens,99155202,49.8941708,2.2956951,stations,6744,1787845542,7200,3037854,Amiens,200,2.2957,49.8942,25.69,25.96,25.69,25.69,1008,63,1008,997,3.52,296,100,,,FR,1787806707,1787856408,5.05,,804,Clouds,overcast clouds,04d,"[{'name': 'Ibis Budget Amiens Centre Gare', 'price': '€ 68', 'score': 'Avec une note de 8,3 8,3 Très bien 3 285 expériences vécues'}, {'name': 'ibis Styles Amiens Sud', 'price': '€ 113', 'score': 'Avec une note de 8,5 8,5 Très bien 5 099 expériences vécues'}, {'name': 'Holiday Inn Express Amiens by IHG', 'price': '€ 105', 'score': 'Avec une note de 7,9 7,9 Bien 3 479 expériences vécues'}, {'name': 'ibis Styles Amiens Centre', 'price': '€ 138', 'score': 'Avec une note de 8,6 8,6 Superbe 1 517 expériences vécues'}, {'name': 'Mercure Amiens Cathédrale', 'price': '€ 142', 'score': 'Avec une note de 8,3 8,3 Très bien 1 762 expériences vécues'}, {'name': 'Comfort Hotel Amiens Nord', 'price': '€ 66', 'score': 'Avec une note de 7,3 7,3 Bien 2 140 expériences vécues'}, {'name': ""Appart'City Confort Amiens Gare"", 'price': '€ 76', 'score': 'Avec une note de 7,8 7,8 Bien 2 329 expériences vécues'}, {'name': 'Moxy Amiens', 'price': '€ 102', 'score': 'Avec une note de 8,4 8,4 Très bien 1 855 expériences vécues'}, {'name': 'B&B HOTEL Amiens Sud', 'price': '€ 82', 'score': 'Avec une note de 8,4 8,4 Très bien 77 expériences vécues'}, {'name': 'You Hotel Amiens - Handwritten Collection', 'price': '€ 139', 'score': 'Avec une note de 8,9 8,9 Superbe 189 expériences vécues'}, {'name': 'Le Saint Louis', 'price': '€ 76', 'score': 'Avec une note de 8,2 8,2 Très bien 1 240 expériences vécues'}, {'name': 'Hotel Le Prieuré et La Résidence', 'price': '€ 118', 'score': 'Avec une note de 8,4 8,4 Très bien 1 254 expériences vécues'}, {'name': 'B&B HOTEL Amiens Centre Cathédrale', 'price': '€ 75', 'score': 'Avec une note de 8,2 8,2 Très bien 2 462 expériences vécues'}, {'name': 'Hôtel De Normandie', 'price': '€ 71', 'score': 'Avec une note de 7,0 7,0 Bien 585 expériences vécues'}, {'name': ""Grand Hotel de L'Univers"", 'price': '€ 90', 'score': 'Avec une note de 7,9 7,9 Bien 1 106 expériences vécues'}, {'name': ""Appt 3 à deux pas de la gare d'Amiens"", 'price': '€ 55', 'score': 'Avec une note de 6,2 6,2 Note 202 expériences vécues'}, {'name': 'Appart Ciné Spa Amiens Cathédrale Parking Beffroi', 'price': '€ 117', 'score': 'Avec une note de 9,3 9,3 Fabuleux 25 expériences vécues'}, {'name': 'Hôtel Central Anzac Amiens Gare', 'price': '€ 61', 'score': 'Avec une note de 7,1 7,1 Bien 1 409 expériences vécues'}, {'name': ""DOMITYS - L'Edito"", 'price': '€ 84', 'score': 'Avec une note de 8,6 8,6 Superbe 186 expériences vécues'}, {'name': 'Bel appartement 2 chambres proche St Leu', 'price': '€ 118', 'score': 'Avec une note de 9,0 9,0 Fabuleux 38 expériences vécues'}, {'name': 'Maison Calme Terrasse et Jardin Vue Forêt', 'price': '€ 132', 'score': 'Avec une note de 9,1 9,1 Fabuleux 40 expériences vécues'}, {'name': ""Logis Hôtel - La Chambre d'Amiens"", 'price': '€ 118', 'score': 'Avec une note de 8,3 8,3 Très bien 1 260 expériences vécues'}, {'name': 'Urbs Amiens Sud', 'price': '€ 89', 'score': 'Avec une note de 9,5 9,5 Exceptionnel 321 expériences vécues'}, {'name': 'Maison Ulysse', 'price': '€ 178', 'score': 'Avec une note de 9,0 9,0 Fabuleux 237 expériences vécues'}, {'name': 'Confort et Design-Prés de la Cathédrale', 'price': '€ 74', 'score': 'Avec une note de 8,5 8,5 Très bien 13 expériences vécues'}]"
Annecy,88514330,45.8992348,6.1288847,stations,10000,1787845461,7200,3037543,Annecy,200,6.1289,45.8992,32.08,32.39,32.08,32.79,1010,40,1010,926,1.03,0,79,1.0,6500.0,FR,1787806200,1787855076,,,803,Clouds,broken clouds,04d,"[{'name': 'B&B HOTEL Annecy Cran-Gevrier', 'price': '€ 106', 'score': 'Avec une note de 7,9 7,9 Bien 3 189 expériences vécues'}, {'name': 'Le Pélican', 'price': '€ 407', 'score': 'Avec une note de 8,8 8,8 Superbe 4 912 expériences vécues'}, {'name': 'Aparthotel Adagio Annecy Centre', 'price': '€ 199', 'score': 'Avec une note de 8,3 8,3 Très bien 2 828 expériences vécues'}, {'name': 'Centre Jean XXIII', 'price': '€ 205', 'score': 'Avec une note de 8,1 8,1 Très bien 3 048 expériences vécues'}, {'name': 'Moxy Annecy', 'price': '€ 191', 'score': 'Avec une note de 8,4 8,4 Très bien 3 229 expériences vécues'}, {'name': 'Allobroges Park Hôtel', 'price': '€ 213', 'score': 'Avec une note de 8,9 8,9 Superbe 2 829 expériences vécues'}, {'name': ""Hôtel du Palais de l'Isle"", 'price': '€ 256', 'score': 'Avec une note de 7,9 7,9 Bien 2 196 expériences vécues'}, {'name': 'Hôtel La Cour du 6', 'price': '€ 257', 'score': 'Avec une note de 9,0 9,0 Fabuleux 704 expériences vécues'}, {'name': ""Comfort Aparthotel Les Hauts d'Annecy"", 'price': '€ 133', 'score': 'Avec une note de 7,6 7,6 Bien 5 378 expériences vécues'}, {'name': 'Best Western Plus Hotel Carlton Annecy', 'price': '€ 223', 'score': 'Avec une note de 8,7 8,7 Superbe 2 656 expériences vécues'}, {'name': 'chez Marjorie', 'price': '€ 141', 'score': 'Avec une note de 8,7 8,7 Superbe 204 expériences vécues'}, {'name': ""Le Splendid Hotel Lac D'Annecy - Handwritten Collection"", 'price': '€ 442', 'score': 'Avec une note de 8,6 8,6 Superbe 1 896 expériences vécues'}, {'name': 'Hotel de Savoie', 'price': '€ 165', 'score': 'Avec une note de 6,2 6,2 Note 798 expériences vécues'}, {'name': 'La Chapelle', 'price': '€ 241', 'score': 'Avec une note de 9,4 9,4 Fabuleux 114 expériences vécues'}, {'name': 'Campanile Annecy - Cran Gevrier', 'price': '€ 168', 'score': 'Avec une note de 7,4 7,4 Bien 1 878 expériences vécues'}, {'name': 'Rivage Hôtel & Spa Annecy', 'price': '€ 689', 'score': 'Avec une note de 8,9 8,9 Superbe 2 543 expériences vécues'}, {'name': 'Impérial Palace', 'price': '€ 424', 'score': 'Avec une note de 8,8 8,8 Superbe 3 859 expériences vécues'}, {'name': 'La loge de pierre au coeur de la vieille ville d Annecy', 'price': '€ 198', 'score': 'Avec une note de 9,2 9,2 Fabuleux 37 expériences vécues'}, {'name': 'greet hôtel Annecy Cran-Gevrier by Accor', 'price': '€ 122', 'score': 'Avec une note de 7,5 7,5 Bien 1 767 expériences vécues'}, {'name': 'Appart Hotel Neostelia', 'price': '€ 160', 'score': 'Avec une note de 8,7 8,7 Superbe 2 247 expériences vécues'}, {'name': 'FH Confort Annecy', 'price': '€ 93', 'score': 'Avec une note de 7,3 7,3 Bien 1 859 expériences vécues'}, {'name': 'Ibis Styles Annecy Le Vieux', 'price': '€ 196', 'score': 'Avec une note de 7,6 7,6 Bien 1 069 expériences vécues'}, {'name': 'Sure Hotel by Best Western Annecy', 'price': '€ 117', 'score': 'Avec une note de 7,9 7,9 Bien 2 342 expériences vécues'}, {'name': 'ROYAL Annecy Apparthôtel', 'price': '€ 354', 'score': 'Avec une note de 8,7 8,7 Superbe 2 078 expériences vécues'}, {'name': 'Mercure Annecy Centre', 'price': '€ 220', 'score': 'Avec une note de 7,6 7,6 Bien 403 expériences vécues'}]"
Avignon,82758863,43.9492493,4.8059012,stations,10000,1787845709,7200,3035681,Avignon,200,4.8059,43.9492,33.43,35.2,32.35,34.21,1011,43,1011,1004,7.72,160,95,2.0,2024181.0,FR,1787806697,1787855213,,,804,Clouds,overcast clouds,04d,"[{'name': 'ibis budget Avignon Centre', 'price': '€ 80', 'score': 'Avec une note de 8,0 8,0 Très bien 4 010 expériences vécues'}, {'name': 'Hôtel Le Bristol', 'price': '€ 96', 'score': 'Avec une note de 8,4 8,4 Très bien 4 486 expériences vécues'}, {'name': 'Mercure Avignon TGV Hotel & Spa', 'price': '€ 145', 'score': 'Avec une note de 8,6 8,6 Superbe 2 320 expériences vécues'}, {'name': 'hotelF1 Avignon Centre Courtine gare TGV', 'price': '€ 48', 'score': 'Avec une note de 7,2 7,2 Bien 2 121 expériences vécues'}, {'name': 'Auberge de jeunesse HI Avignon', 'price': '€ 139', 'score': 'Avec une note de 8,0 8,0 Très bien 864 expériences vécues'}, {'name': 'Novotel Avignon Centre', 'price': '€ 172', 'score': 'Avec une note de 8,2 8,2 Très bien 1 002 expériences vécues'}, {'name': 'Mercure Pont d’Avignon Centre', 'price': '€ 146', 'score': 'Avec une note de 8,1 8,1 Très bien 235 expériences vécues'}, {'name': 'Golden Tulip Avignon Le Paradou', 'price': '€ 107', 'score': 'Avec une note de 8,3 8,3 Très bien 2 256 expériences vécues'}, {'name': 'Hotel Cristol', 'price': '€ 79', 'score': 'Avec une note de 7,2 7,2 Bien 572 expériences vécues'}, {'name': ""ibis Avignon Centre Pont De L'Europe"", 'price': '€ 77', 'score': 'Avec une note de 7,6 7,6 Bien 1 101 expériences vécues'}, {'name': 'ApartHotel Sainte-Marthe', 'price': '€ 67', 'score': 'Avec une note de 8,0 8,0 Très bien 5 659 expériences vécues'}, {'name': 'ibis Styles Avignon Sud', 'price': '€ 108', 'score': 'Avec une note de 8,4 8,4 Très bien 2 360 expériences vécues'}, {'name': 'B&B HOTEL Avignon Sud Parc des Expositions', 'price': '€ 79', 'score': 'Avec une note de 6,3 6,3 Note 1 538 expériences vécues'}, {'name': 'ibis Avignon Sud', 'price': '€ 89', 'score': 'Avec une note de 7,7 7,7 Bien 2 001 expériences vécues'}, {'name': 'Best Western Plus Le Lavarin Avignon', 'price': '€ 108', 'score': 'Avec une note de 8,1 8,1 Très bien 1 784 expériences vécues'}, {'name': 'Avignon Grand Hotel', 'price': '€ 202', 'score': 'Avec une note de 8,1 8,1 Très bien 2 442 expériences vécues'}, {'name': 'Brit Hotel Avignon Sud Le Calendal', 'price': '€ 82', 'score': 'Avec une note de 8,2 8,2 Très bien 329 expériences vécues'}, {'name': 'Hôtel Cloitre Saint Louis Avignon', 'price': '€ 175', 'score': 'Avec une note de 7,7 7,7 Bien 3 016 expériences vécues'}, {'name': 'Hotel Alizéa', 'price': '€ 56', 'score': 'Avec une note de 5,7 5,7 Note 1 001 expériences vécues'}, {'name': 'Renovated loft Historic Center Place Pie', 'price': '€ 108', 'score': 'Avec une note de 9,3 9,3 Fabuleux 4 expériences vécues'}, {'name': 'Les Murmures du Palais - Terrasse privée avec vue', 'price': '€ 126', 'score': 'Avec une note de 9,4 9,4 Fabuleux 12 expériences vécues'}, {'name': 'APPARTEMENT N7 INTRA MUROS T2 - CLIMATISATION- WiFi - Palais des Papes', 'price': '€ 86', 'score': 'Avec une note de 9,0 9,0 Fabuleux 5 expériences vécues'}, {'name': 'Hôtel Central', 'price': '€ 73', 'score': 'Avec une note de 8,0 8,0 Très bien 2 329 expériences vécues'}, {'name': 'Hôtel Les Corps Saints', 'price': '€ 84', 'score': 'Avec une note de 7,1 7,1 Bien 1 666 expériences vécues'}, {'name': 'Hôtel Boquier, Avignon Centre', 'price': '€ 127', 'score': 'Avec une note de 8,4 8,4 Très bien 290 expériences vécues'}]"
Barjols,83002405,43.558133,6.0056803,stations,10000,1787845711,7200,3034918,Barjols,200,6.0057,43.5581,28.83,32.72,28.15,29.16,1014,72,1014,970,3.4,0,23,5.0,50014318.0,FR,1787806444,1787854891,7.4,0.41,500,Rain,light rain,10d,"[{'name': '2 pièces dans le centre historique de Barjols', 'price': '€ 68', 'score': 'Avec une note de 8,9 8,9 Superbe 31 expériences vécues'}, {'name': ""Logis Hôtel du Pont d'Or"", 'price': '€ 76', 'score': 'Avec une note de 7,9 7,9 Bien 68 expériences vécues'}, {'name': 'Chambre d hotes ""Lilimyna"" avec petit déjeuner', 'price': '€ 106', 'score': 'Avec une note de 9,1 9,1 Fabuleux 94 expériences vécues'}, {'name': 'La cabane des amoureux', 'price': '€ 193', 'score': 'Avec une note de 8,4 8,4 Très bien 51 expériences vécues'}, {'name': 'La Suite - Loft Spa', 'price': '€ 241', 'score': 'Avec une note de 8,6 8,6 Superbe 25 expériences vécues'}, {'name': 'La Pampa en Provence - Maison de vacances', 'price': '€ 1 173', 'score': None}, {'name': 'Independent studio Varages', 'price': '€ 63', 'score': None}, {'name': 'ÉcoHavre Correns', 'price': '€ 90', 'score': 'Avec une note de 7,6 7,6 Bien 37 expériences vécues'}, {'name': 'Auberge du Parc - Correns', 'price': '€ 157', 'score': 'Avec une note de 9,3 9,3 Fabuleux 81 expériences vécues'}, {'name': 'Le Refuge', 'price': '€ 105', 'score': 'Avec une note de 9,2 9,2 Fabuleux 105 expériences vécues'}, {'name': 'Campagne de la source St Martin BB', 'price': '€ 92', 'score': 'Avec une note de 9,4 9,4 Fabuleux 210 expériences vécues'}, {'name': 'Cosy & Chill Appartements - Au cœur du village de Cotignac, en Provence', 'price': '€ 114', 'score': 'Avec une note de 9,0 9,0 Fabuleux 117 expériences vécues'}, {'name': 'Hotel restaurant les pins', 'price': '€ 105', 'score': 'Avec une note de 8,8 8,8 Superbe 101 expériences vécues'}, {'name': ""Villa Asunda B&B Spa & Sauna, Chambres d'Hôtes"", 'price': '€ 122', 'score': 'Avec une note de 9,1 9,1 Fabuleux 124 expériences vécues'}, {'name': 'Chambre Indépendante sur terrain avec piscine', 'price': '€ 100', 'score': 'Avec une note de 9,5 9,5 Exceptionnel 4 expériences vécues'}, {'name': 'Cozy studio in medieval town', 'price': '€ 95', 'score': 'Avec une note de 9,0 9,0 Fabuleux 3 expériences vécues'}, {'name': 'Hôtel La Falaise', 'price': '€ 158', 'score': 'Avec une note de 8,3 8,3 Très bien 233 expériences vécues'}, {'name': 'Les maisons de loup a loup', 'price': '€ 162', 'score': 'Avec une note de 9,6 9,6 Exceptionnel 181 expériences vécues'}, {'name': 'LE CUPIDON', 'price': '€ 160', 'score': 'Avec une note de 9,2 9,2 Fabuleux 56 expériences vécues'}, {'name': 'Chambre indépendante, grand lit 180x200cm, piscine de 16m avec vue magnifique', 'price': '€ 116', 'score': 'Avec une note de 9,5 9,5 Exceptionnel 34 expériences vécues'}, {'name': ""Chambre d'hôtes cotignac"", 'price': '€ 95', 'score': 'Avec une note de 8,8 8,8 Superbe 65 expériences vécues'}, {'name': '4 safraniers', 'price': '€ 65', 'score': 'Avec une note de 8,8 8,8 Superbe 154 expériences vécues'}, {'name': 'OFILDLEAU', 'price': '€ 100', 'score': 'Avec une note de 9,1 9,1 Fabuleux 234 expériences vécues'}, {'name': 'Les Voûtes Secrètes - Love Room avec Balnéo à Bras', 'price': '€ 197', 'score': 'Avec une note de 9,8 9,8 Exceptionnel 13 expériences vécues'}, {'name': 'Domaine du PIAOU ""chambres & table d\'hôte""', 'price': '€ 213', 'score': 'Avec une note de 9,8 9,8 Exceptionnel 100 expériences vécues'}]"
Bayeux,280655053,49.2764624,-0.7024738,stations,6796,1787845616,7200,6447202,Bayeux,200,-0.7039,49.2841,18.16,18.12,18.16,18.16,1009,80,1009,1003,2.88,78,100,1.0,6569.0,FR,1787807495,1787857059,3.84,,804,Clouds,overcast clouds,04d,"[{'name': 'B&B HOTEL Bayeux', 'price': '€ 142', 'score': 'Avec une note de 8,2 8,2 Très bien 687 expériences vécues'}, {'name': 'Ibis Budget Bayeux', 'price': '€ 95', 'score': 'Avec une note de 8,1 8,1 Très bien 2 038 expériences vécues'}, {'name': ""Hôtel d'Argouges"", 'price': '€ 158', 'score': 'Avec une note de 8,7 8,7 Superbe 1 111 expériences vécues'}, {'name': 'B&B Nathalie', 'price': '€ 174', 'score': 'Avec une note de 9,6 9,6 Exceptionnel 439 expériences vécues'}, {'name': 'Novotel Bayeux', 'price': '€ 183', 'score': 'Avec une note de 8,1 8,1 Très bien 771 expériences vécues'}, {'name': 'Hôtel De Brunville & Spa', 'price': '€ 160', 'score': 'Avec une note de 7,9 7,9 Bien 1 636 expériences vécues'}, {'name': 'Domaine de Bayeux', 'price': '€ 319', 'score': 'Avec une note de 9,4 9,4 Fabuleux 716 expériences vécues'}, {'name': 'Campanile Bayeux', 'price': '€ 166', 'score': 'Avec une note de 7,7 7,7 Bien 1 283 expériences vécues'}, {'name': 'Le Castel Guesthouse', 'price': '€ 282', 'score': 'Avec une note de 8,5 8,5 Très bien 802 expériences vécues'}, {'name': ""Hotel Le Lion D'Or et Restaurant La Table Du Lion"", 'price': '€ 194', 'score': 'Avec une note de 8,7 8,7 Superbe 832 expériences vécues'}, {'name': 'Churchill Hotel Bayeux Centre', 'price': '€ 231', 'score': 'Avec une note de 8,6 8,6 Superbe 646 expériences vécues'}, {'name': 'Hôtel Le Saint Patrice', 'price': '€ 150', 'score': 'Avec une note de 8,2 8,2 Très bien 757 expériences vécues'}, {'name': 'Hôtel Le Bayeux', 'price': '€ 160', 'score': 'Avec une note de 7,2 7,2 Bien 435 expériences vécues'}, {'name': 'La Parenthese - Charme & Coeur Historique', 'price': '€ 199', 'score': 'Avec une note de 8,6 8,6 Superbe 13 expériences vécues'}, {'name': 'Le Clos de la Chapelle Bayeux', 'price': '€ 230', 'score': 'Avec une note de 9,5 9,5 Exceptionnel 165 expériences vécues'}, {'name': 'Grand Hôtel du Luxembourg & Spa', 'price': '€ 218', 'score': 'Avec une note de 7,9 7,9 Bien 422 expériences vécues'}, {'name': 'Duplex appartement in Bayeux', 'price': '€ 125', 'score': 'Avec une note de 6,9 6,9 Note 15 expériences vécues'}, {'name': ""D-DAY's"", 'price': '€ 140', 'score': 'Avec une note de 9,1 9,1 Fabuleux 32 expériences vécues'}, {'name': 'Aggarthi Bed and Breakfast', 'price': '€ 279', 'score': 'Avec une note de 9,3 9,3 Fabuleux 324 expériences vécues'}, {'name': 'Cozy, quiet apartment', 'price': '€ 246', 'score': 'Avec une note de 9,0 9,0 Fabuleux 1 expérience vécue'}, {'name': 'Belle Normandy', 'price': '€ 363', 'score': 'Avec une note de 8,7 8,7 Superbe 104 expériences vécues'}, {'name': 'Villa Lara Hotel', 'price': '€ 561', 'score': 'Avec une note de 9,5 9,5 Exceptionnel 158 expériences vécues'}, {'name': 'Le Tardif, Noble Guesthouse', 'price': '€ 362', 'score': 'Avec une note de 9,5 9,5 Exceptionnel 100 expériences vécues'}, {'name': ""L'ATELIER DU VIEUX BOIS Spa"", 'price': '€ 643', 'score': 'Avec une note de 9,3 9,3 Fabuleux 20 expériences vécues'}, {'name': 'Château Saint Gilles - Bayeux', 'price': '€ 317', 'score': 'Avec une note de 9,3 9,3 Fabuleux 446 expériences vécues'}]"
