city,hotels
Aigues-Mortes,"[{'name': 'Artemia Aigues-Mortes - Hôtel avec piscine - Bornes électriques - Parking privé - Local vélo-moto', 'price': '€ 99', 'score': 'Avec une note de 8,9 8,9 Superbe 1 383 expériences vécues'}, {'name': 'Hotel Saint Louis - Au Coeur des Remparts', 'price': '€ 115', 'score': 'Avec une note de 8,6 8,6 Superbe 1 321 expériences vécues'}, {'name': 'Hôtel La Maison des Croisades - Au pied des Remparts', 'price': '€ 129', 'score': 'Avec une note de 9,0 9,0 Fabuleux 1 019 expériences vécues'}, {'name': 'Le Mas Des Sables', 'price': '€ 99', 'score': 'Avec une note de 8,0 8,0 Très bien 609 expériences vécues'}, {'name': 'Hotel Des 4 Vents ""Esprit Camargue"" Parking Privé Gratuit', 'price': '€ 103', 'score': 'Avec une note de 8,4 8,4 Très bien 591 expériences vécues'}, {'name': 'Maison vacances', 'price': '€ 173', 'score': 'Avec une note de 9,1 9,1 Fabuleux 49 expériences vécues'}, {'name': 'Hôtel-Restaurant ""Chez Carrière""', 'price': '€ 95', 'score': 'Avec une note de 8,9 8,9 Superbe 400 expériences vécues'}, {'name': 'La Maison de Lyna - Suites de charme intra-muros avec parking & autonomie', 'price': '€ 168', 'score': 'Avec une note de 9,0 9,0 Fabuleux 318 expériences vécues'}, {'name': 'Hotel Les Templiers', 'price': '€ 155', 'score': 'Avec une note de 8,7 8,7 Superbe 144 expériences vécues'}, {'name': 'Boutique Hôtel des Remparts & Spa', 'price': '€ 398', 'score': 'Avec une note de 9,3 9,3 Fabuleux 220 expériences vécues'}, {'name': 'Charmant appart avec jardin', 'price': '€ 142', 'score': 'Avec une note de 9,3 9,3 Fabuleux 88 expériences vécues'}, {'name': 'La fricassée', 'price': '€ 84', 'score': 'Avec une note de 8,8 8,8 Superbe 161 expériences vécues'}, {'name': ""l'écrin de Bali"", 'price': '€ 105', 'score': 'Avec une note de 9,0 9,0 Fabuleux 42 expériences vécues'}, {'name': 'LA PENICHE - Bed And Bicycle - Aigues Mortes', 'price': '€ 209', 'score': 'Avec une note de 8,9 8,9 Superbe 101 expériences vécues'}, {'name': 'Ô 36 Rempart Sud BB', 'price': '€ 122', 'score': 'Avec une note de 9,0 9,0 Fabuleux 246 expériences vécues'}, {'name': 'La Parenthèse de Victoire', 'price': '€ 95', 'score': 'Avec une note de 9,4 9,4 Fabuleux 23 expériences vécues'}, {'name': 'Chambre BELEM - Piscine chauffée - MAS SAINT LOUIS', 'price': '€ 109', 'score': 'Avec une note de 8,8 8,8 Superbe 23 expériences vécues'}, {'name': 'Chambre FLORENCE - Piscine chauffée - MAS SAINT LOUIS', 'price': '€ 109', 'score': 'Avec une note de 7,9 7,9 Bien 19 expériences vécues'}, {'name': 'appartement Aigues-Mortes', 'price': '€ 106', 'score': 'Avec une note de 7,4 7,4 Bien 19 expériences vécues'}, {'name': 'COCON LOVE Suite Romantique Balnéo La Citadelle Aigues Mortes', 'price': '€ 350', 'score': None}, {'name': 'Mas des jours heureux aigues mortes', 'price': '€ 654', 'score': 'Avec une note de 9,6 9,6 Exceptionnel 6 expériences vécues'}, {'name': 'Mazet des 2 coeurs', 'price': '€ 511', 'score': 'Avec une note de 10 10 Exceptionnel 3 expériences vécues'}, {'name': 'Mazet du pêcheur', 'price': '€ 572', 'score': 'Avec une note de 9,6 9,6 Exceptionnel 8 expériences vécues'}, {'name': 'Hotel Le Quetzal', 'price': '€ 159', 'score': 'Avec une note de 8,8 8,8 Superbe 1 711 expériences vécues'}, {'name': 'Hotel Europe', 'price': '€ 125', 'score': 'Avec une note de 8,4 8,4 Très bien 1 519 expériences vécues'}]"
Valensole,"[{'name': 'Les Terrasses de Valensole', 'price': '€ 122', 'score': 'Avec une note de 9,5 9,5 Exceptionnel 231 expériences vécues'}, {'name': 'Les Chambres d Hôtes de Valensole au pays des lavandes et proche des Gorges du Verdon', 'price': '€ 133', 'score': 'Avec une note de 8,9 8,9 Superbe 293 expériences vécues'}, {'name': 'La Provençale', 'price': '€ 82', 'score': 'Avec une note de 8,7 8,7 Superbe 76 expériences vécues'}, {'name': 'Chambre dans une belle maison au pays des lavandes', 'price': '€ 100', 'score': 'Avec une note de 9,7 9,7 Exceptionnel 3 expériences vécues'}, {'name': ""L'Écrin de Valensole, Charme & terrasse"", 'price': '€ 207', 'score': 'Avec une note de 7,0 7,0 Bien 2 expériences vécues'}, {'name': '-Le Toit Terrasse -', 'price': '€ 154', 'score': 'Avec une note de 8,9 8,9 Superbe 57 expériences vécues'}, {'name': 'suite entre lavandes et oliviers', 'price': '€ 399', 'score': 'Avec une note de 8,0 8,0 Très bien 6 expériences vécues'}, {'name': 'Vous viendrez vivre ici Noisetier 3 pièces garage à moto', 'price': '€ 154', 'score': 'Avec une note de 8,8 8,8 Superbe 5 expériences vécues'}, {'name': 'Vous viendrez vivre ici 2 pièces lavandes garage à moto', 'price': '€ 132', 'score': 'Avec une note de 7,9 7,9 Bien 46 expériences vécues'}, {'name': 'Le seringat 46', 'price': '€ 158', 'score': 'Avec une note de 8,0 8,0 Très bien 18 expériences vécues'}, {'name': 'Vous viendrez vivre ici 2 pièces champ de blé garage à moto', 'price': '€ 115', 'score': 'Avec une note de 8,2 8,2 Très bien 31 expériences vécues'}, {'name': 'Les Iris , mazet 48', 'price': '€ 158', 'score': 'Avec une note de 7,3 7,3 Bien 13 expériences vécues'}, {'name': 'Ibis Budget Manosque Cadarache', 'price': '€ 82', 'score': 'Avec une note de 7,7 7,7 Bien 1 184 expériences vécues'}, {'name': 'Le Romulus', 'price': '€ 111', 'score': 'Avec une note de 8,9 8,9 Superbe 284 expériences vécues'}, {'name': 'Camping la Grangeonne', 'price': '€ 100', 'score': 'Avec une note de 8,5 8,5 Très bien 139 expériences vécues'}, {'name': 'Apparthotel Séjours & Affaires Manosque', 'price': '€ 66', 'score': 'Avec une note de 7,3 7,3 Bien 1 036 expériences vécues'}, {'name': 'Brit Hotel Confort Manosque Cadarache', 'price': '€ 86', 'score': 'Avec une note de 8,2 8,2 Très bien 542 expériences vécues'}, {'name': 'Camping les Oliviers', 'price': '€ 116', 'score': 'Avec une note de 8,3 8,3 Très bien 50 expériences vécues'}, {'name': 'Résidences LES HAUTES PLAINES', 'price': '€ 85', 'score': 'Avec une note de 8,1 8,1 Très bien 388 expériences vécues'}, {'name': ""le relais d'elle"", 'price': '€ 106', 'score': 'Avec une note de 9,0 9,0 Fabuleux 359 expériences vécues'}, {'name': 'Hôtel & Résidence Lou Paradou Gréoux Les Bains', 'price': '€ 147', 'score': 'Avec une note de 8,7 8,7 Superbe 1 183 expériences vécues'}, {'name': 'Les 2 grives - auberge restaurant', 'price': '€ 111', 'score': 'Avec une note de 8,7 8,7 Superbe 377 expériences vécues'}, {'name': 'Le Verdon', 'price': '€ 94', 'score': 'Avec une note de 8,2 8,2 Très bien 540 expériences vécues'}, {'name': 'Hôtel Spa Restaurant Villa Castellane by Germain Collection', 'price': '€ 193', 'score': 'Avec une note de 9,0 9,0 Fabuleux 884 expériences vécues'}, {'name': 'ibis Manosque Cadarache', 'price': '€ 103', 'score': 'Avec une note de 7,9 7,9 Bien 510 expériences vécues'}]"
